Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
368th,A,Disney Jr. Latinoamérica,"8,404",25100000,22898080949,entertainment,68694242.85
369th,A,Younes Zarou,"3,543",25100000,21673862495,entertainment,65021587.49
370th,A,Like Nastya PRT,771,25100000,13695760347,entertainment,41087281.04099999
371st,A,Sony AATH,"22,599",25000000,18671000172,entertainment,56013000.515999995
372nd,B+,TED,"4,817",25000000,2765304707,tech,8295914.120999999
373rd,A,SOMOY TV,"2,09,099",25000000,17257455311,news,51772365.93
374th,A,Susy Mouriz,"1,777",24900000,10784984406,entertainment,32354953.22
375th,B+,RihannaVEVO,118,24900000,20685281931,music,62055845.793000005
376th,B+,Miss Katy,"1,110",24900000,15863458870,entertainment,47590376.61
377th,A-,Dhruv Rathee,639,24900000,3321412914,education,9964238.741999999
378th,A-,Jake Fellman,448,24800000,15858705227,entertainment,47576115.68
379th,A-,Enrique Iglesias,532,24800000,19447982781,music,58343948.342999995
380th,A-,1theK (원더케이),"20,459",24800000,25564935182,entertainment,76694805.55
381st,A,Alyssa's Ways,"1,130",24700000,12872722140,entertainment,38618166.42
382nd,B-,Yuya,672,24700000,2592606830,howto,7777820.49
383rd,B+,Mister Max,"1,162",24700000,16221075928,entertainment,48663227.783999994
384th,B-,Unbox Therapy,"2,269",24700000,4695535890,tech,14086607.669999998
385th,A-,Eva Bravo Play,349,24700000,11698079685,entertainment,35094239.06
386th,A-,Nick Pro,722,24600000,9925995524,entertainment,29777986.57
387th,A-,Netflix India,"4,916",24600000,10439261803,entertainment,31317785.408999998
388th,A-,Lady Gaga,185,24600000,17795258924,music,53385776.77
389th,A-,Prime Video India,"10,701",24500000,12221347448,entertainment,36664042.344000004
390th,A,Republic Bharat,"1,97,636",24500000,13621184342,news,40863553.03
391st,A-,deepesh zo,956,24500000,10350504390,people,31051513.17
392nd,A-,DJ Snake,335,24500000,9202891015,music,27608673.05
393rd,A-,EminemVEVO,107,24500000,22563916354,music,67691749.06199999
394th,A,Tappu Honey Parmar,"2,487",24500000,10683991917,music,32051975.75
395th,B+,Amit Bhadana,114,24500000,2521583367,entertainment,7564750.101
396th,A,ILYA BORZOV,"2,864",24500000,15622088639,people,46866265.92
397th,A-,BigChungus,730,24500000,4539958848,entertainment,13619876.54
398th,A-,GMM GRAMMY OFFICIAL,"17,725",24400000,27744554268,music,83233662.80399999
399th,A-,KatyPerryVEVO,171,24400000,24906954015,music,74720862.05
400th,A,7clouds,"2,795",24400000,19272758716,music,57818276.147999994
401st,A-,SSundee,"3,593",24100000,15619319879,games,46857959.64
402nd,B+,Ishtar Punjabi,"6,486",24100000,12183989766,music,36551969.3
403rd,A-,GMA Public  Affairs,"52,555",24100000,15355421405,news,46066264.214999996
404th,B-,KSI,"1,253",24100000,6015064768,music,18045194.3
405th,A-,RKD Studios,976,24100000,6159590364,entertainment,18478771.09
406th,A-,Rotana,"8,972",24100000,23356474499,music,70069423.49700001
407th,A-,Sesame Street,"3,766",24100000,24405804442,entertainment,73217413.33
408th,A-,Tlnovelas,"56,448",24100000,18231953262,entertainment,54695859.79
409th,A,Bebefinn - Nursery Rhymes & Kids S…,597,24000000,11449898414,entertainment,34349695.24
410th,A,Rubén Tuesta oficial,"1,262",24000000,14937468491,comedy,44812405.473000005
411th,B+,Collins Key,257,24000000,6877597697,entertainment,20632793.09
412th,A-,Wow Kidz Action,"5,108",24000000,10523475617,entertainment,31570426.851000004
413th,A,Saito,"6,081",24000000,21464343778,entertainment,64393031.33400001
414th,B-,NickyJamTV,500,24000000,16913882888,music,50741648.664000005
416th,B,Troom Troom,"2,764",24000000,10400387094,howto,31201161.28
417th,B+,James Charles,598,23900000,4456033299,entertainment,13368099.9
418th,A-,BabyBus - Cerita & Lagu Anak-anak,"1,259",23800000,14245910586,education,42737731.76
419th,A+,Tibo InShape,"3,851",23800000,16787078299,entertainment,50361234.9
420th,B+,FGTeeV,"1,846",23800000,25186251607,games,75558754.82100001
421st,B,Ninja,"2,095",23800000,2694705835,games,8084117.505
422nd,A-,Goldmines Great Indian Comedy,"4,175",23700000,6442918083,film,19328754.248999998
423rd,A-,Dua Lipa,280,23700000,13585807265,music,40757421.8
424th,A-,Chuster,979,23700000,4365345544,entertainment,13096036.63
425th,B,Logan Paul,718,23600000,6019314351,entertainment,18057943.05
426th,B+,Technical Guruji,"5,568",23600000,3751729480,tech,11255188.44
427th,A-,Sia,279,23600000,14776786463,music,44330359.39
428th,B+,Khan GS Research Centre,381,23600000,2392334512,education,7177003.536
429th,B+,Jelly,"6,560",23600000,15181145479,games,45543436.44
430th,B+,DrossRotzank,"1,727",23500000,6441901450,entertainment,19325704.35
431st,B+,National Geographic,"10,573",23500000,6137047880,entertainment,18411143.64
432nd,B+,Pragati Verma Shorts,"1,163",23500000,10320543772,comedy,30961631.32
433rd,B+,DeGoBooM,"5,518",23500000,7362955382,games,22088866.15
434th,A,El Payaso Plim Plim,"1,698",23500000,26267709841,music,78803129.52
435th,A,Panda Shorts,"1,055",23400000,11334067273,comedy,34002201.82
436th,A+,Jamuna TV,"1,47,392",23400000,18997080895,news,56991242.69
437th,A-,Mau McMahon,951,23300000,5374232904,entertainment,16122698.712000001
438th,A-,Nasya Official,944,23300000,11758352106,people,35275056.32
439th,B+,Infinite,"1,689",23300000,5830529991,entertainment,17491589.97
440th,B+,Deddy Corbuzier,"1,686",23300000,6358535057,entertainment,19075605.17
441st,A-,Busy Fun Ltd,267,23300000,9790321234,entertainment,29370963.7
442nd,A,GH'S,889,23200000,17853819875,games,53561459.63
443rd,B+,mmoshaya,"1,230",23200000,18384592236,entertainment,55153776.708000004
444th,A,Natan por Aí,"1,616",23100000,15619161521,entertainment,46857484.56
445th,B+,Kiddiestv Hindi - Nursery Rhymes &…,276,23100000,8307987158,education,24923961.47
446th,A,vlogger varun,665,23000000,8774554723,entertainment,26323664.17
447th,A,Dhar Mann Studios,"1,415",23000000,15800250384,people,47400751.151999995
448th,A-,Ajay Sharma,"1,222",23000000,14598517803,entertainment,43795553.408999994
449th,A-,Ravi sagar88,"2,063",23000000,9574779457,music,28724338.37
450th,B+,हिंदी - Genevieve's Play…,125,22900000,12431368688,education,37294106.063999996
451st,A,ZappyToons - Hindi Nursery Rhymes …,590,22900000,10735425665,education,32206276.994999997
452nd,B+,Kurzgesagt – In a Nutshell,247,22900000,2928538690,education,8785616.07
453rd,B-,Happy Monkey,4,22800000,4809,entertainment,14.427
454th,B+,Paulo Londra,72,22800000,8905005043,music,26715015.13
455th,A,News 24,"3,15,065",22700000,12316120422,news,36948361.27
456th,A-,LOL,"1,070",22700000,3985469829,people,11956409.49
457th,B+,Triggered Insaan,351,22700000,4200874580,people,12602623.74
458th,B+,MiawAug,"4,179",22700000,7054473267,games,21163419.8
459th,A-,The Chainsmokers,228,22700000,15320665738,music,45961997.21
460th,A-,Yudist Ardhana,"4,217",22700000,9118575333,entertainment,27355726
461st,B-,Charlie Puth,163,22600000,11135456401,music,33406369.2
462nd,A-,Vsauce,565,22600000,4745165515,entertainment,14235496.544999998
463rd,A-,How Ridiculous,731,22600000,13331239923,sports,39993719.77
464th,B+,Pokémon Kids TV,533,22500000,1953333097,entertainment,5859999.291
465th,A-,Anand Creation,658,22500000,4370629970,people,13111889.91
466th,B+,Tekashi 6ix9ine,63,22400000,6478820398,music,19436461.19
467th,B+,Lyrical Lemonade,450,22400000,11691340128,entertainment,35074020.38
468th,A,Ricky Limon,"1,200",22400000,7931401180,entertainment,23794203.54
469th,A,XO TEAM,"6,219",22400000,19039394272,people,57118182.82
470th,A,Kajal Soni,"1,129",22400000,10380310022,people,31140930.07
471st,B+,LazarBeam,"1,335",22400000,9514222045,games,28542666.134999998
472nd,A-,And TV,"51,220",22400000,19974692512,entertainment,59924077.54
473rd,A-,Bizarrap,89,22300000,9526592702,entertainment,28579778.11
474th,A-,Ninja Kidz TV,327,22300000,12517682252,entertainment,37553046.76
475th,A,albert_cancook,747,22200000,16677420237,howto,50032260.710999995
476th,A-,MSA previously My Story Animated,927,22200000,10489772840,film,31469318.52
477th,A,Lucan Pevidor,"1,194",22200000,10189672137,entertainment,30569016.41
478th,B+,RABBITWARREN - Baby Nin Nin vs ONI…,77,22100000,351010711,film,1053032.133
479th,B+,Noman Official,892,22100000,7557593720,film,22672781.16
480th,A,La Granja del Borrego,409,22100000,4679057064,people,14037171.192000002
481st,B,Smile Family,780,22100000,8924258115,entertainment,26772774.35
482nd,A-,Linkin Park,876,22100000,15727792484,music,47183377.45
483rd,B+,NBA,"59,204",22100000,14385281830,sports,43155845.49
484th,A-,ГЛЕНТ,666,22000000,3754937669,games,11264813.007000001
485th,B-,Becky G,90,22000000,12012315827,music,36036947.48
486th,B+,Fatos Desconhecidos,"7,296",22000000,4260820465,entertainment,12782461.4
487th,A,boxtoxtv,"1,391",21900000,16567182721,comedy,49701548.16
488th,A-,OFFICIAL SRG,595,21900000,1901215236,people,5703645.708000001
489th,A-,شبكة العاب العرب | A…,"7,386",21900000,9845678454,games,29537035.36
490th,B+,ElTrollino,"1,564",21900000,6551671367,games,19655014.1
491st,B+,What's Idea,243,21900000,2189490040,entertainment,6568470.12
492nd,A-,Romeo Santos,56,21900000,19873947955,music,59621843.864999995
493rd,A-,Masha e o Urso,"1,541",21800000,9954381649,film,29863144.95
494th,A,Aphmau,"5,073",21800000,23707400547,games,71122201.64
495th,B+,Naisa Alifia Yuriza (N.A.Y),185,21800000,573773930,entertainment,1721321.79
496th,B+,OneDirectionVEVO,266,21700000,12785861625,music,38357584.88
497th,B-,Miss Karisha,587,21600000,2023743294,games,6071229.882
498th,B+,Sidemen,374,21600000,6476398782,entertainment,19429196.35
499th,B+,FIFA,"11,517",21600000,6935915694,sports,20807747.082000002
500th,B+,Brave Wilderness,"1,026",21500000,5211647047,animals,15634941.14
501st,A,TV9 Bharatvarsh,"4,12,306",21500000,15320306776,news,45960920.33
502nd,A,etvteluguindia,"1,46,126",21500000,26660866476,entertainment,79982599.43
503rd,B+,Tasty,"5,590",21400000,6239339040,howto,18718017.12
504th,B+,Vijay Kumar Viner Vlogs,"2,249",21400000,11001752869,entertainment,33005258.61
505th,B+,Official Pink Panther,815,21400000,12124483067,film,36373449.2
506th,B,Baim Paula,"2,487",21300000,4670656444,entertainment,14011969.33
507th,B+,CookieSwirlC,"1,433",21300000,8544557927,games,25633673.780999996
508th,B-,Emiway Bantai,275,21300000,3963024069,music,11889072.21
509th,B+,Robin Hood Gamer,"4,415",21300000,11190061922,games,33570185.77
510th,A,Peet Montzingo,455,21300000,15897130194,people,47691390.58
511th,A,Jason Vlogs,972,21300000,12872024041,people,38616072.122999996
512th,B+,José Totoy - Português,281,21300000,640454596,film,1921363.7880000002
513th,A-,Like Nastya Vlog,638,21200000,9732651433,people,29197954.299000002
514th,B+,Salman Noman,"1,151",21200000,12410478300,entertainment,37231434.900000006
515th,B+,Green Gold TV - Official Channel,"1,986",21200000,10263703548,entertainment,30791110.64
516th,A-,Mnet K-POP,"38,803",21200000,16769161950,entertainment,50307485.849999994
517th,B,Dr. Vivek Bindra: Motivational Spe…,"1,555",21200000,1947886575,education,5843659.725
518th,B+,DLS News,"5,991",21200000,2896045771,news,8688137.313000001
519th,A,Blippi - Educational Videos for Ki…,"1,047",21100000,15400523612,education,46201570.835999995
520th,B-,SCTV,"10,955",21100000,1019674429,entertainment,3059023.287
521st,B+,Noor Stars,715,21100000,3002419595,entertainment,9007258.785
522nd,B-,Avicii,182,21000000,11121507867,music,33364523.601000004
523rd,B+,SUPER SLICK SLIME SAM,"1,281",21000000,8531731107,howto,25595193.321000002
524th,B+,Got Talent Global,"1,482",21000000,2670143378,entertainment,8010430.134
525th,A-,Vilmei,"2,648",20900000,6451838243,people,19355514.73
526th,A+,萌萌与舞桐,"2,694",20900000,11788476638,people,35365429.914000005
527th,A-,Jomy Production,546,20900000,5469542165,entertainment,16408626.495000001
528th,B+,Smile Family Spanish,597,20900000,7834725214,entertainment,23504175.641999997
529th,B,Canal Canalha,322,20900000,1941420007,comedy,5824260.021
530th,B+,Gordon Ramsay,"1,778",20900000,4224767595,entertainment,12674302.79
531st,A-,Gusttavo Lima Oficial,656,20900000,16286714494,music,48860143.48
532nd,A,GOLU008,"1,198",20900000,9599024670,people,28797074.009999998
533rd,A-,Les' Copaque Production,"2,134",20900000,11011576630,entertainment,33034729.89
534th,B+,Marvel Entertainment,"9,148",20900000,6195461979,entertainment,18586385.94
535th,B,nigahiga,403,20900000,4401188579,entertainment,13203565.74
536th,B+,Matheus Kriwat,922,20900000,3529051525,comedy,10587154.58
537th,A,Moosa Tv Info,"1,153",20900000,18795327885,entertainment,56385983.66
538th,B+,SlivkiShow,492,20900000,5072726032,entertainment,15218178.095999999
539th,A,FACT FIRE KING,"1,239",20900000,4139191851,games,12417575.55
540th,A,scottsreality,"1,907",20800000,27599288660,entertainment,82797865.98
,,,,,,,
542nd,B+,Clash of Clans,927,20800000,4660621910,games,13981865.73
543rd,A,Diana Belitskay,"3,970",20800000,16860698163,people,50582094.48899999
544th,B,Jake Paul,"1,398",20700000,7649216395,people,22947649.19
545th,A-,Little Angel Español - Canciones …,999,20700000,11712940437,education,35138821.311000004
546th,A-,DEV Ke Facts,560,20600000,5349776216,education,16049328.65
547th,A,Disney Jr.,"5,007",20600000,20029879399,entertainment,60089638.2
548th,B+,Shemaroo Comedy,"5,536",20600000,6943472853,comedy,20830418.56
549th,A-,Sony LIV,"23,079",20600000,10879092894,entertainment,32637278.681999996
550th,A,Linh Nhi Shorts,"3,633",20600000,19608851132,games,58826553.4
551st,B+,Britain's Got Talent,"4,792",20500000,11889850626,entertainment,35669551.88
552nd,A-,Jesser,"1,402",20500000,5398831156,entertainment,16196493.468000002
553rd,B+,AS Gaming,"1,510",20500000,3100475799,games,9301427.397
554th,B+,Troom Troom Es,"3,227",20500000,7756012554,howto,23268037.66
555th,B,5-Minute Crafts DIY,"6,375",20400000,5176748414,howto,15530245.241999999
556th,B+,TED-Ed,"2,191",20400000,4032680549,education,12098041.65
557th,A,Supercar Blondie,"1,300",20400000,9945806658,autos,29837419.97
558th,A,SonyMusicSouthVEVO,"6,323",20400000,21906257234,music,65718771.70200001
559th,A-,Klara Tania,"2,349",20300000,12835522797,film,38506568.39
560th,B+,Painzeiro,"1,277",20300000,3738204391,people,11214613.17
561st,B-,Satoshi Entertainment,5,20300000,2661277,education,7983.831
562nd,A++,Sierra & Rhia FAM,"3,551",20300000,21171740571,entertainment,63515221.71
563rd,A-,tabii Urdu,"2,096",20300000,10209379903,entertainment,30628139.709000003
564th,A-,Like Nastya VNM,722,20300000,11561800043,entertainment,34685400.13
565th,B-,Skrillex,250,20300000,6952626559,music,20857879.68
566th,A,Chiku life vlogs,421,20300000,4413542341,people,13240627.02
567th,A,Infobells Bangla,479,20200000,10546918570,education,31640755.71
568th,A,La Rosa de Guadalupe,"10,948",20200000,12334601097,entertainment,37003803.29099999
569th,A,Nick DiGiovanni,878,20200000,11100682746,people,33302048.237999998
570th,A-,Fun For Kids TV - Hindi Rhymes,206,20200000,9041930519,entertainment,27125791.556999996
571st,B+,Pentatonix,292,20200000,6380671718,music,19142015.15
572nd,B+,Turma da Mônica,"1,096",20200000,13049731097,film,39149193.29099999
573rd,B,5-Minute Crafts PLAY,"6,671",20100000,6439184142,howto,19317552.43
574th,A,Hasan Tarhan,"7,069",20100000,19371232167,people,58113696.5
575th,B,AuthenticGames,"5,098",20100000,8967855353,games,26903566.06
576th,B+,REACT,"5,036",20100000,13488726142,entertainment,40466178.43
577th,A-,Matt Larose,198,20000000,8616086975,sports,25848260.924999997
578th,B+,Познаватель,528,20000000,10455934949,entertainment,31367804.846999995
579th,A-,GRAMMY GOLD OFFICIAL,"7,433",20000000,22745584640,music,68236753.92
580th,B+,TheOdd1sOut,159,20000000,5059306997,comedy,15177920.99
581st,A-,Go Ami Go!,397,20000000,4027413500,people,12082240.5
582nd,B+,Pencilmation,"1,722",20000000,11550958790,entertainment,34652876.37
583rd,A-,Like Nastya IDN,625,20000000,8483727194,entertainment,25451181.582000002
584th,B,Vevo,"1,884",20000000,580011759,music,1740035.2769999998
586th,B,BuzzFeedVideo,"7,965",19900000,18051129237,people,54153387.710999995
587th,A-,KBS WORLD TV,"72,576",19900000,16650575315,entertainment,49951725.95
588th,B,李子柒 Liziqi,128,19900000,3201597209,howto,9604791.627
589th,B+,Sonotek,"8,393",19900000,8061871804,music,24185615.41
590th,A-,AMARINTV : อมรินทร�…,"82,973",19900000,7190000229,news,21570000.69
591st,A-,웃웃TwinsFromRussia,"8,728",19800000,10847175415,people,32541526.244999997
592nd,A-,Brawl Stars,235,19800000,2803207440,games,8409622.32
593rd,A-,DM - Desi Melodies,305,19700000,7135539537,music,21406618.610999998
594th,B,Apple,193,19700000,1163153585,tech,3489460.755
595th,B+,Heidi & Zidane बच्चों …,850,19700000,13946793302,people,41840379.905999996
596th,B,JukiLop,85,19700000,1602447416,people,4807342.248
597th,A-,GuiGe,"4,030",19700000,16385192095,entertainment,49155576.285000004
598th,A,BROTHERS VLOG,"1,518",19700000,11458319197,entertainment,34374957.591000006
599th,B+,HaerteTest,"1,625",19600000,3395460169,tech,10186380.507000001
600th,B,HiMan,429,19600000,3211652209,entertainment,9634956.627
601st,B,JennaMarbles,250,19600000,1839064029,comedy,5517192.087
602nd,B+,Jimmy Kimmel Live,"6,995",19600000,13857975667,comedy,41573927
603rd,A,Liza Baez,583,19600000,6048424943,entertainment,18145274.83
604th,A-,Johny FamilyShow,532,19600000,8812490505,entertainment,26437471.52
605th,A-,DEV Ke Experiment,704,19500000,9963539579,entertainment,29890618.74
606th,A-,Bollywood Classics,"1,913",19500000,8880586612,music,26641759.84
607th,B-,Farruko,278,19500000,10821533399,music,32464600.2
608th,A-,Mrwhosetheboss,"1,726",19500000,5930021028,tech,17790063.08
609th,A-,NMF News,"1,32,486",19500000,8971073222,news,26913219.665999997
